employee_id,full_name_ar,national_id,department,job_title,monthly_salary_sar,bank_iban,mobile,biometric_on_file,hire_date
E01107,يوسف المقرن,1075363448,الموارد البشرية,مطور برمجيات,6500,SA9528610315865071271718,+966595438219,نعم,2022-09-10
E01108,عبير السبيعي,1652710664,الشؤون القانونية,منسق,22000,SA8373419718695680370744,+966501115572,نعم,2024-05-26
E01109,العنود الغامدي,1997730161,الموارد البشرية,مستشار,8500,SA7220424991595463695799,+966531734914,نعم,2022-06-22
E01110,معاذ الحربي,148276528,تقنية المعلومات,أخصائي,22000,SA6926045264086635303934,+966576157262,لا,2015-10-28
E01111,سعد المقرن,1057920603,تقنية المعلومات,مدير عام مساعد,41000,SA9704323752176490648700,+966546201525,نعم,2023-10-18
E01112,بدر الخالدي,1179940851,الخدمات المساندة,مدير,33000,SA0967403050830532871348,+966544317482,لا,2015-08-22
E01113,إبراهيم الرشيدي,1301721963,المشتريات,رئيس قسم,55000,SA0871583733610079698800,+966551285700,نعم,2013-01-08
E01114,أنس المطيري,1868405364,إدارة المخاطر,مدير عام مساعد,18000,SA8412570527537725939265,+966500520022,نعم,2025-10-15
E01115,أحمد المسعود,1015746579,المشتريات,منسق,14500,SA4883445476333225709326,+966553209782,نعم,2012-06-24
E01116,ماجد البلوي,1180295873,الشؤون القانونية,منسق,41000,SA9828923689812781526964,+966550566028,لا,2011-04-06
E01117,أيمن المطيري,1629979954,التشغيل,رئيس قسم,55000,SA4432403724786760178880,+966523772879,نعم,2019-11-15
E01118,حنان المسعود,1616808067,إدارة المخاطر,باحث,33000,SA8234901630688037782233,+966573037529,لا,2021-10-27
E01119,مشعل البلوي,1619617358,ضبط الجودة,كبير محللين,41000,SA3923238624792431463066,+966515420963,لا,2016-04-22
E01120,زياد الدوسري,1040950386,المالية,أمين مستودع,55000,SA1295376249710128217880,+966538438643,نعم,2023-06-06
E01121,مها البقمي,1539199206,تقنية المعلومات,مصمم,6500,SA0788914935809420426350,+966552385032,نعم,2013-08-19
E01122,صفاء المقرن,1755142708,إدارة المعرفة,مطور برمجيات,55000,SA7840896624156970474978,+966516172645,نعم,2018-09-24
E01123,يوسف المقرن,1748017959,تقنية المعلومات,مشرف,8500,SA3347772279566614362717,+966598394041,لا,2018-01-15
E01124,عمر الزهراني,1571079100,المشتريات,مهندس,14500,SA3709328641408022585882,+966591813520,نعم,2019-12-12
E01125,شهاب الشهراني,1258118742,الاتصال المؤسسي,مطور برمجيات,18000,SA6459923916793232574138,+966539987612,نعم,2018-05-09
E01126,راشد الحازمي,1557199963,إدارة المخاطر,مدقق حسابات,27500,SA1851333281065140820100,+966550775489,نعم,2023-01-13
E01127,جواهر القحطاني,1360287575,إدارة المعرفة,كبير محللين,6500,SA3816793704024862884543,+966516539520,لا,2011-04-07
E01128,شيماء الجهني,1251201800,الشؤون القانونية,مشرف,18000,SA7873885129983053846231,+966552769551,لا,2020-02-12
E01129,زينب العتيبي,1834255935,إدارة المخاطر,مهندس,18000,SA4783579563712928907075,+966581207487,نعم,2016-03-20
E01130,العنود الغامدي,1941580944,الموارد البشرية,أمين مستودع,33000,SA6838594368850518555615,+966551422922,نعم,2024-09-25
E01131,نايف العرجاني,1956275489,المالية,مدير عام مساعد,41000,SA3877717568331943130003,+966571142625,لا,2021-11-22
E01132,رؤيا الزبيدي,1307107886,ضبط الجودة,مسؤول مشتريات,27500,SA0764847072855753513178,+966597284341,نعم,2024-03-28
E01133,عبدالرحمن الخالدي,1574401137,التخطيط والتطوير,مصمم,27500,SA5990014538205451273552,+966501902020,نعم,2017-11-23
E01134,تركي الخالدي,1065085811,تقنية المعلومات,مصمم,41000,SA2676797058865825231037,+966553489037,لا,2025-04-11
E01135,رند البلوي,1863291751,الشؤون القانونية,مدقق حسابات,11000,SA7069909960885764711606,+966541608103,لا,2022-02-20
E01136,صالح الثبيتي,1038558134,التدقيق الداخلي,أخصائي,27500,SA3011611693042986071135,+966587517577,لا,2023-09-22
E01137,هاني العامري,1380001790,المشتريات,مصمم,27500,SA4416970890261530667092,+966525508129,لا,2025-05-02
E01138,يوسف البلوي,1546737774,الموارد البشرية,مستشار,6500,SA4023119064745769251225,+966563235110,نعم,2023-10-01
E01139,صفاء الزبيدي,1322362631,المشتريات,مدقق حسابات,33000,SA4990710558925294226603,+966513504067,لا,2017-08-14
E01140,شهاب البلوي,1380436822,الشؤون القانونية,محلل,14500,SA7694742967601881227944,+966530341077,لا,2025-10-06
E01141,غانم العرجاني,1314739838,التدقيق الداخلي,رئيس قسم,11000,SA4904529171109047134369,+966568599396,نعم,2016-02-16
E01142,صفاء الرويلي,1233066636,التخطيط والتطوير,مختص,33000,SA1822791053954905763172,,نعم,2019-02-15
E01143,حمد الزهراني,1490887187,المشتريات,مشرف,14500,SA1255093467620081261069,+966528225221,نعم,2016-11-12
E01144,لؤي القرني,1562378776,التخطيط والتطوير,مختص,8500,SA0598091651697609852766,+966504964282,لا,2021-03-10
E01145,خلود العرجاني,1821679733,المشتريات,مدقق حسابات,41000,SA1442828995478335639707,+966570398172,لا,2022-01-01
E01146,أنوار الحميدي,1874667262,المشتريات,مدير عام مساعد,33000,SA7720133577278486101401,+966544397890,نعم,2022-08-09
E01147,صالح الرشيدي,1381175668,الاتصال المؤسسي,مشرف,8500,SA4932774391741007582980,+966522438420,لا,2018-12-05
E01148,وفاء الغامدي,1032087494,إدارة المعرفة,مطور برمجيات,18000,SA6729212485063161306866,+966506425378,نعم,2023-09-18
E01149,أسماء المطيري,1149477471,الاتصال المؤسسي,مسؤول مشتريات,27500,SA2980961122908515436766,,نعم,2012-09-23
E01150,إبراهيم الثبيتي,1806239313,الشؤون القانونية,مصمم,27500,SA2332930049767640080756,+966503787480,نعم,2023-01-03
E01151,ميساء المرواني,1457146353,التدقيق الداخلي,مهندس,41000,SA3209846150299983085209,+966512688876,لا,2020-12-10
E01152,الجوهرة الأسمري,1331618932,الشؤون القانونية,مصمم,22000,SA7770293329724243516759,+966564676740,لا,2017-02-03
E01153,وليد الشمري,1509974208,الشؤون القانونية,أمين مستودع,55000,SA0567936228642118481394,+966545909267,نعم,2012-04-25
E01154,هبة الجهني,1866608886,الموارد البشرية,موظف خدمة عملاء,27500,SA5355005957051152311152,+966597827411,نعم,2021-03-24
E01155,رامي الغامدي,1304260993,التدقيق الداخلي,مختص,8500,SA5821351506363365113522,+966528122795,نعم,2023-10-16
E01156,غدير الرشيدي,1494228297,الخدمات المساندة,مطور برمجيات,8500,SA7457803719450533689242,+966510844281,لا,2021-03-16
E01157,أمل الثبيتي,1039812506,الاتصال المؤسسي,رئيس قسم,6500,SA8167976283548713403534,+966517934695,لا,2013-12-06
E01158,هاني القرني,1885683548,تقنية المعلومات,مدير,33000,SA3119899346240488193738,+966550921847,لا,2026-05-13
E01159,حمد العسيري,1703097442,الشؤون القانونية,مشرف,14500,SA7731686356402652712075,+966531747546,لا,2012-06-27
E01160,حمد الحربي,1281648327,التخطيط والتطوير,مصمم,6500,SA6291718272295601964070,+966510290084,نعم,2011-06-16
E01161,سلمان التميمي,1130677998,إدارة المخاطر,محاسب,41000,SA3490028847373967921837,+966549732636,نعم,2021-03-06
E01162,هيفاء السديري,1639777380,إدارة المعرفة,مهندس,41000,SA9317076318097510147330,+966574589013,نعم,2023-04-27
E01163,عبدالعزيز السهلي,1532083142,ضبط الجودة,مسؤول مشتريات,6500,SA2697223942614335042927,+966518326586,نعم,2019-09-25
E01164,ميساء العنزي,1844987402,الاتصال المؤسسي,محاسب,27500,SA0534808721876597489560,+966580667090,نعم,2022-04-16
E01165,هاني المالكي,1760837516,ضبط الجودة,محلل,8500,SA4475519168760966306833,+966581806785,لا,2014-05-16
E01166,طلال اليامي,1830918197,إدارة المعرفة,مهندس,41000,SA7947772957696968756428,+966513553220,لا,2026-02-19
E01167,أيمن العرجاني,1575155773,الخدمات المساندة,مدقق حسابات,6500,SA4647583444952266958179,+966513790426,لا,2013-04-01
E01168,عادل السبيعي,1489294957,الخدمات المساندة,باحث,8500,SA8186401549020582246660,+966595033084,نعم,2015-10-01
E01169,يمنى الحوساوي,1944775350,إدارة المخاطر,مسؤول مشتريات,14500,SA8238818003695681950656,+966500312743,نعم,2011-08-25
E01170,تركي الغامدي,1816154676,التشغيل,منسق,14500,SA1944897735667608474614,+966574423185,نعم,2019-09-09
E01171,سلمى الفيفي,1305170308,المشتريات,منسق,8500,SA8779702108694456679262,+966599053523,نعم,2017-01-14
E01172,العنود السبيعي,1319459267,المالية,مدقق حسابات,55000,SA8621337145830839905212,+966583915214,نعم,2016-04-22
E01173,وائل العرجاني,1322219419,التشغيل,مدقق حسابات,8500,SA1390000931391501906025,+966557308429,نعم,2015-11-01
E01174,هاني المقرن,1241070653,الموارد البشرية,مدير عام مساعد,14500,SA6771327707461244736680,+966533059232,نعم,2016-10-09
E01175,الجوهرة العتيبي,1189043563,التخطيط والتطوير,مطور برمجيات,6500,SA9694870854232169242269,+966528767196,لا,2015-12-07
E01176,صالح القحطاني,1437434507,الخدمات المساندة,موظف خدمة عملاء,55000,SA9119748990102534063033,+966570019189,نعم,2024-11-18
E01177,ناصر الشهراني,1966447912,إدارة المعرفة,مختص,55000,SA9848760579899255618618,+966560956806,نعم,2012-03-01
E01178,عادل التميمي,1852169901,الشؤون القانونية,مستشار,33000,SA6969264604667760627065,+966589625756,لا,2013-04-01
E01179,رامي الحوساوي,1134758943,إدارة المخاطر,مدقق حسابات,6500,SA5842510235603113804907,+966518940018,نعم,2010-09-04
E01180,لؤي العرجاني,1250607270,إدارة المعرفة,مطور برمجيات,18000,SA8693231007243818108633,+966500054873,نعم,2025-12-30
E01181,أحمد القحطاني,1671849527,إدارة المخاطر,مدير,11000,SA9606744495786405652421,+966500300821,نعم,2013-07-19
E01182,نواف الغامدي,1832748097,التدقيق الداخلي,مدير,6500,SA0313426902287175532577,+966580252334,نعم,2015-03-22
E01183,ناصر الصاعدي,1295072928,المشتريات,أخصائي,41000,SA9183884866515719831161,+966543579645,نعم,2025-03-25
E01184,رؤيا العامري,1639339645,التخطيط والتطوير,أخصائي,33000,SA2720384513088250989738,+966576234318,لا,2011-06-19
E01185,عبدالعزيز الغامدي,1508542659,التشغيل,مهندس,11000,SA2120937890184470594594,+966525172764,لا,2017-11-02
E01186,مها المالكي,1623706759,إدارة المخاطر,كبير محللين,55000,SA4428464905713887185312,+966515762684,لا,2013-04-19
E01187,عبير السهلي,1055678013,التدقيق الداخلي,مهندس,6500,SA2192893874931995072116,+966596945466,نعم,2011-09-10
E01188,صقر الحوساوي,1551776725,المالية,محلل,22000,SA5029366701084855797670,+966598335413,نعم,2015-04-12
E01189,لطيفة الشريف,1281134153,تقنية المعلومات,مسؤول مشتريات,22000,SA5043786638491912415515,+966526423130,نعم,2018-06-09
E01190,رند العمري,1058325190,إدارة المخاطر,مسؤول مشتريات,22000,SA1730107136077493640900,+966509634016,نعم,2023-07-10
E01191,عبدالعزيز الحميدي,1899176372,التخطيط والتطوير,رئيس قسم,55000,SA9297553812911582049602,+966541065714,لا,2012-06-10
E01192,رنا الفيفي,1954378467,التدقيق الداخلي,مدير عام مساعد,22000,SA4780067743104336257116,+966566558157,نعم,2011-01-03
E01193,ديمة العرجاني,1402911505,المالية,مدير,33000,SA2270327488584804393219,+966540951652,نعم,2025-02-24
E01194,لطيفة الحازمي,1503630962,الخدمات المساندة,باحث,27500,SA3936507184880636473365,+966560024419,نعم,2014-08-22
E01195,ناصر العسيري,1118837051,الاتصال المؤسسي,أخصائي,41000,SA6700219625965817524091,+966561788358,لا,2026-01-03
E01196,أنوار الربيعي,1122997636,المشتريات,رئيس قسم,55000,SA6412651126183498242621,+966550380796,نعم,2015-07-11
E01197,لمى العامري,1406771574,ضبط الجودة,رئيس قسم,33000,SA6285394130746262384523,+966598498207,نعم,2019-11-19
E01198,هند الشهري,1537563247,الاتصال المؤسسي,مسؤول مشتريات,6500,SA6156034550830700023290,+966505693513,لا,2014-04-27
E01199,صقر الزبيدي,1794236966,المشتريات,مستشار,22000,SA5898857767002435346431,+966514918315,نعم,2012-11-28
E01200,مازن العسيري,1821611504,الاتصال المؤسسي,مدير عام مساعد,0,SA7283759994194232568835,+966545073724,لا,2024-12-08
E01201,يوسف الزياني,1939970230,الاتصال المؤسسي,موظف خدمة عملاء,6500,SA3797400894704138590286,+966550963317,لا,2018-06-12
E01202,إبراهيم السلمي,1262385980,تقنية المعلومات,منسق,6500,SA1574814425751963379191,+966548254018,لا,2024-08-11
E01203,سلطان المرواني,1216461739,ضبط الجودة,مسؤول مشتريات,11000,SA3708430391805026788243,+966564608643,لا,2024-03-25
E01204,سمر المرواني,1892847086,إدارة المعرفة,مهندس,18000,SA5351850337626262922066,+966527188839,لا,2010-03-27
E01205,محمد المسعود,1805918263,التخطيط والتطوير,مطور برمجيات,6500,SA7403272742455581870915,+966500863549,لا,2020-03-23
E01206,حمد البلوي,1907952095,التشغيل,مصمم,14500,SA0882161976021387915221,+966520418380,نعم,2010-07-26
E01207,عبير السلمي,1834912626,تقنية المعلومات,مشرف,8500,SA3321835151869314534301,+966520526874,لا,2021-11-28
E01208,وائل القرني,1081773911,الخدمات المساندة,باحث,27500,SA3834469772256671554800,+966563319999,لا,2017-11-15
E01209,صقر القرشي,1792155705,إدارة المخاطر,مدير عام مساعد,33000,SA5932787786496839917707,+966517230374,لا,2012-06-23
E01210,محمد اليامي,1970892392,التخطيط والتطوير,مصمم,41000,SA6767181753701195610018,+966569808110,لا,2022-02-23
E01211,كريم الحميدي,1458756309,المالية,مشرف,18000,SA2675212512765376483753,+966515747779,لا,2025-02-28
E01212,شهد الهاجري,1559064942,الشؤون القانونية,كبير محللين,6500,SA0756701303468026297354,+966550001785,نعم,2016-02-11
E01213,حمد الفيفي,1621127909,إدارة المخاطر,موظف خدمة عملاء,8500,SA4687280219245017173543,+966518550195,نعم,2015-11-29
E01214,هبة السديري,1583709884,التدقيق الداخلي,موظف خدمة عملاء,18000,SA3506199372333259783466,+966596411004,لا,2011-10-09
E01215,حسن الشريف,1187067739,التخطيط والتطوير,محلل,41000,SA8837561230323605337671,+966529035137,لا,2022-09-24
E01216,غانم الزبيدي,1545343848,التدقيق الداخلي,أخصائي,14500,SA9695782754257343060419,+966581030694,نعم,2011-06-10
E01217,إيمان الحازمي,1986170106,المالية,منسق,22000,SA8316497502662700959384,+966563371360,نعم,2012-02-06
E01218,نورة البلوي,1147471484,إدارة المخاطر,مصمم,11000,SA5224480562688389636745,+966550320853,لا,2023-06-09
E01219,سارة الرشيدي,1729237931,الخدمات المساندة,مهندس,55000,SA1396814753167069199126,+966525160555,نعم,2021-01-15
E01220,سلمى المطيري,1833780107,الشؤون القانونية,مشرف,6500,SA3486557093518526856735,+966529612476,نعم,2011-01-05
E01221,لطيفة الزياني,1066052414,الاتصال المؤسسي,محلل,33000,SA0396140755389626446442,+966563037993,نعم,2021-07-11
E01222,زياد القرشي,1919865889,إدارة المخاطر,رئيس قسم,33000,SA1223072364367911758082,+966546441270,نعم,2023-07-31
E01223,هبة الثبيتي,1368156905,الشؤون القانونية,مختص,8500,SA0648976240213768541141,+966566686529,نعم,2012-04-03
E01224,مازن الثبيتي,1921225619,المشتريات,مختص,6500,SA4869176243708619261441,+966568497563,لا,2025-03-22
E01225,سعد البلوي,1643458738,الاتصال المؤسسي,مسؤول مشتريات,33000,SA0399246753355716799131,+966512419381,لا,2024-11-29
E01226,سحر المالكي,1058566983,الخدمات المساندة,محلل,41000,SA2568439338940893265284,+966579124708,نعم,2013-08-30
E01227,سلطان الغامدي,1028119111,ضبط الجودة,مشرف,11000,SA8162023585731639730956,+966545055910,لا,2013-02-25
E01228,حمزة الخالدي,1282011384,الشؤون القانونية,موظف خدمة عملاء,22000,SA4838544877597847287763,+966580441418,نعم,2021-03-31
E01229,سامي الشريف,1398154698,الاتصال المؤسسي,منسق,41000,SA6499311735735242056455,+966512425264,نعم,2017-02-12
E01230,محمد الزياني,1456309002,إدارة المعرفة,مدقق حسابات,8500,SA0571647040460029694394,+966568472879,لا,2017-08-05
E01231,محمد السهلي,1048936445,المالية,مختص,27500,SA6739404465180808812911,+966594185660,نعم,2024-10-12
E01232,حمزة الزياني,1454089788,الخدمات المساندة,رئيس قسم,8500,SA5586830150084847867681,+966511450500,لا,2011-02-24
E01233,زياد الغامدي,1334173018,الخدمات المساندة,مطور برمجيات,14500,SA7844979468766411523674,+966547889665,نعم,2011-06-10
E01234,سعد العتيبي,1187442866,المشتريات,محلل,14500,SA8220823194640730862811,+966503023952,نعم,2013-01-05
E01235,سلمى الحازمي,1470041920,التخطيط والتطوير,محلل,33000,SA7229573561397031163649,+966591022363,نعم,2015-12-23
E01236,سامي السهلي,1651230938,الموارد البشرية,مشرف,22000,SA5008172124181989221334,+966586648065,لا,2014-10-25
E01237,ديمة المالكي,1102718903,المشتريات,باحث,22000,SA7523535187324228278023,+966590597435,نعم,2014-05-11
E01238,خلود البلوي,1407766623,التدقيق الداخلي,مصمم,6500,SA8682581360599791824056,+966530274014,لا,2024-04-05
E01239,منصور الرشيدي,1913547848,تقنية المعلومات,مدقق حسابات,18000,SA0831442848210914848725,+966504558919,لا,2014-06-21
E01240,رانيا البلوي,1731857122,الاتصال المؤسسي,كبير محللين,0,SA0840986528306817441972,+966596823229,نعم,2017-08-21
E01241,لؤي الربيعي,1141250041,الموارد البشرية,مسؤول مشتريات,6500,SA7050433239446147125389,+966527150430,نعم,2012-04-18
E01242,بدر المقرن,1681193064,تقنية المعلومات,منسق,33000,SA8584717924091306559498,+966569751536,لا,2011-11-14
E01243,شهاب المقرن,192951413,تقنية المعلومات,مشرف,22000,SA0473897348878617184797,+966518105075,لا,2010-08-07
E01244,مروة المسعود,1003966494,إدارة المعرفة,مهندس,33000,SA8418218378102801021928,+966533418450,لا,2016-01-08
E01245,هبة الحربي,1076113974,الموارد البشرية,مدير عام مساعد,14500,SA4529289562944936871420,+966549125050,نعم,2015-05-17
E01246,باسل الربيعي,1406686079,إدارة المخاطر,مصمم,22000,SA7552145315721101555689,+966556576658,نعم,2024-12-21
E01247,حسين الرشيدي,1654629391,تقنية المعلومات,أمين مستودع,22000,SA8637020669966902623143,+966534274178,نعم,2020-01-29
E01248,مشعل السواط,1999612516,الخدمات المساندة,كبير محللين,27500,SA1742428008598283976121,+966589572611,نعم,2012-01-14
E01249,رنا القحطاني,1589508314,التدقيق الداخلي,باحث,8500,SA8718412613538301177871,+966541702920,نعم,2013-05-05
E01250,شهاب القرشي,1313277251,الاتصال المؤسسي,أمين مستودع,41000,SA7637310117899988135660,+966552286663,لا,2026-04-22
E01251,أمل الدوسري,1679301901,الخدمات المساندة,محاسب,27500,SA7546622089941737635284,+966539715946,لا,2013-05-09
E01252,مساعد الشريف,1511032151,تقنية المعلومات,كبير محللين,11000,SA5916210985559602400568,+966550659344,نعم,2013-07-09
E01253,سعد التميمي,1514531142,تقنية المعلومات,رئيس قسم,6500,SA9304723466100733695124,+966509164474,لا,2018-08-15
E01254,الجوهرة البلوي,1998449431,التدقيق الداخلي,موظف خدمة عملاء,11000,SA8707516282657663146539,+966590635268,نعم,2022-03-16
E01255,سلمان القرني,1990230243,المشتريات,أمين مستودع,11000,SA4800768372855148934694,+966507032552,لا,2010-07-26
E01256,باسل الصاعدي,1487694646,إدارة المعرفة,مهندس,8500,SA2967329133676591508606,+966597470079,نعم,2017-10-14
E01257,شيماء الغامدي,1592342057,الخدمات المساندة,مصمم,14500,SA5788468849626563012674,+966583174066,لا,2013-07-06
E01258,صالح السلمي,1530592045,الخدمات المساندة,مشرف,18000,SA2936513150923858309118,+966569825439,نعم,2011-09-23
E01259,رانيا السلمي,1418344253,التشغيل,مسؤول مشتريات,22000,SA6624653577467729240523,+966529556175,نعم,2021-09-30
E01260,نادية السهلي,1353103029,المشتريات,مدير,33000,SA1056643814341753155647,+966541165755,نعم,2019-06-20
E01261,فاطمة الزهراني,1504826437,ضبط الجودة,رئيس قسم,11000,SA9219165381044312330590,+966510102406,لا,2015-06-28
E01262,هند القرني,1028069662,الخدمات المساندة,محلل,8500,SA2317279969844172627334,+966510940717,لا,2017-08-01
E01263,أنس الزبيدي,1730069174,التدقيق الداخلي,باحث,55000,SA5692905585538099638602,+966507409672,نعم,2015-02-08
E01264,صالح السهلي,1155997164,التدقيق الداخلي,كبير محللين,11000,SA6666294352757259544925,+966574074732,نعم,2010-06-13
E01265,هيفاء الشهري,1235153820,التدقيق الداخلي,موظف خدمة عملاء,55000,SA6947486567909941623870,+966559173305,لا,2011-01-12
E01266,عادل السلمي,1866970906,الموارد البشرية,مختص,33000,SA9419709784415454357261,+966564209031,نعم,2015-09-15
E01267,رؤيا الفيفي,1408439246,الموارد البشرية,مستشار,18000,SA4384810853207356476434,+966587881072,نعم,2015-03-12
E01268,وائل السبيعي,1276899794,ضبط الجودة,منسق,55000,SA7811341369540686630952,+966545595292,لا,2016-10-18
E01269,عبير السواط,1546438324,الخدمات المساندة,مدير عام مساعد,41000,SA3743173691203371045946,+966529759564,لا,2010-09-28
E01270,مشعل المقرن,1444865016,تقنية المعلومات,مهندس,27500,SA2298107390850247662752,+966506916228,نعم,2026-03-27
E01271,جواهر الشهراني,1279501975,إدارة المعرفة,مستشار,18000,SA9121762398637101781786,+966583000889,نعم,2019-11-27
E01272,سعد السلمي,1348576172,إدارة المعرفة,مهندس,6500,SA6773627506907588045702,+966538842515,لا,2020-06-20
E01273,لطيفة الشمري,1177005459,الشؤون القانونية,مشرف,14500,SA7233580130347638163437,+966563469227,نعم,2015-09-28
E01274,جاسم الشمري,1761650280,إدارة المعرفة,مهندس,41000,SA9774606729090052642434,+966599411439,لا,2018-07-29
E01275,هاني الرشيدي,1214934893,الموارد البشرية,كبير محللين,8500,SA5060744203995102724258,+966587916821,نعم,2023-06-12
E01276,صقر التميمي,1156381509,الخدمات المساندة,منسق,22000,SA2027387687432359092864,+966531000218,نعم,2016-05-29
E01277,سلمان المقرن,1865109977,إدارة المخاطر,باحث,22000,SA8468790883563847129604,+966559951264,لا,2024-12-13
E01278,سارة البلوي,1503951657,التدقيق الداخلي,مدير عام مساعد,11000,SA2016820249643435290926,+966547777509,لا,2012-01-19
E01279,نجود المرواني,1517058663,تقنية المعلومات,منسق,11000,SA2266477919043649944828,+966538089077,نعم,2010-03-05
E01280,أيمن الدوسري,1047715535,المالية,مهندس,22000,SA7680994909493358586288,+966519963778,نعم,2018-07-26
E01281,مياء البلوي,1000038065,التدقيق الداخلي,أمين مستودع,11000,SA0350971019634240540497,+966570713414,نعم,2015-12-04
E01282,صالح الفيفي,1206167114,التشغيل,رئيس قسم,14500,SA3785780781184491569138,+966540809589,نعم,2013-07-09
E01283,أحمد الربيعي,1412819300,المالية,محلل,55000,SA4020467678558395971107,+966569189758,نعم,2014-05-27
E01284,خلود المطيري,1731256796,التدقيق الداخلي,مدير,55000,SA7805615086615390099428,+966525800305,لا,2021-04-20
E01285,سحر الربيعي,1450102338,المالية,كبير محللين,6500,SA7851060263906905918853,+966538890269,نعم,2012-03-21
E01286,سامي الشريف,1409617709,الشؤون القانونية,مدقق حسابات,11000,SA1391239985301394624308,+966510560073,لا,2014-08-13
E01287,نادية المرواني,1025370923,إدارة المعرفة,مشرف,14500,SA0865237720759073218569,+966550696808,نعم,2021-12-24
E01288,نجود الثبيتي,1102308176,إدارة المخاطر,مهندس,27500,SA2334751250292402056345,+966534594889,لا,2011-12-30
E01289,تالا السبيعي,1762687596,التدقيق الداخلي,محلل,22000,SA9368015856395430245785,+966540341335,نعم,2016-12-19
E01290,فهد المالكي,1262682592,الاتصال المؤسسي,مدير عام مساعد,14500,SA2344590086299083830928,+966570923906,نعم,2022-11-24
E01291,ناصر اليامي,1082714781,التدقيق الداخلي,مستشار,8500,SA5661901206885846471578,+966588896040,لا,2012-11-20
E01292,إبراهيم الغامدي,1386331357,التخطيط والتطوير,منسق,8500,SA6961354322293627998290,+966513256504,لا,2015-01-12
E01293,فاطمة الحربي,1165149632,التخطيط والتطوير,مدقق حسابات,33000,SA0752391348202199493912,+966576087774,لا,2024-01-03
E01294,منصور العنزي,1665903496,الموارد البشرية,أمين مستودع,18000,SA6721894410635684283444,+966585648019,نعم,2019-01-14
E01295,راشد المسعود,1852475837,الشؤون القانونية,مشرف,6500,SA0917572162303104016836,+966530329777,لا,2016-09-30
E01296,زينب العنزي,1499390134,ضبط الجودة,مدقق حسابات,41000,SA0922003675783131180978,+966573154710,نعم,2013-07-05
E01297,ماجد الأسمري,1628013656,تقنية المعلومات,مشرف,8500,SA0561773310677596037865,+966542436529,نعم,2016-02-03
E01298,ناصر المالكي,1896876735,الخدمات المساندة,أمين مستودع,27500,SA6246226945533920371731,+966515685474,نعم,2014-04-29
E01299,عبدالعزيز العسيري,1496180116,الشؤون القانونية,رئيس قسم,22000,SA9773760815168549806700,+966576816098,لا,2024-05-16
E01300,سلمان الثبيتي,1781919806,إدارة المعرفة,مطور برمجيات,6500,SA6535013090720044671981,+966524049737,نعم,2025-06-30
E01301,بشاير الغامدي,1683861577,الموارد البشرية,مطور برمجيات,11000,SA4884792205125790136001,+966545852496,نعم,2014-05-12
E01302,وفاء المسعود,1605176005,المالية,موظف خدمة عملاء,41000,SA4477376440009004798944,+966571083165,لا,2016-12-18
E01303,أمل الحميدي,1406771574,ضبط الجودة,مختص,11000,SA9744077912050668038722,+966566929263,لا,2015-03-27
E01304,ريم العنزي,1043727393,إدارة المخاطر,مصمم,33000,SA9818127053813455516360,+966526894436,لا,2025-04-13
E01305,هيفاء الصاعدي,1707226732,الاتصال المؤسسي,مهندس,6500,SA7422824177869458929973,+966536915517,لا,2019-03-30
E01306,شيماء الفيفي,1018568087,إدارة المخاطر,موظف خدمة عملاء,22000,SA9223922244522705470835,+966588000121,نعم,2020-10-26
E01307,سلطان الرويلي,1137025365,ضبط الجودة,كبير محللين,14500,SA9859721408405597306579,+966576793214,لا,2012-06-12
E01308,إبراهيم الزهراني,1885764793,المالية,مسؤول مشتريات,8500,SA9828396533859646658205,+966515909898,لا,2011-10-16
E01309,منصور اليامي,1196160244,التدقيق الداخلي,مدقق حسابات,41000,SA7043619407477031964532,+966581573727,نعم,2014-08-29
E01310,سلطان الدوسري,1856149024,التخطيط والتطوير,مدقق حسابات,6500,SA1546938797431569977026,+966563293357,لا,2024-08-01
E01311,أسماء العنزي,1262550930,التشغيل,محاسب,55000,SA0313839997487439193644,+966555197509,لا,2025-01-28
E01312,نادية الحميدي,1973605155,التخطيط والتطوير,مهندس,41000,SA0831929414575790091772,+966551593844,لا,2025-06-13
E01313,أحمد السلمي,1662999687,ضبط الجودة,كبير محللين,27500,SA9747675193766046843881,+966522906215,نعم,2025-03-05
E01314,منى الزبيدي,1418633341,التخطيط والتطوير,أخصائي,41000,SA7791223954523884895745,+966571943530,نعم,2025-08-11
E01315,زينب المقرن,1013238751,التدقيق الداخلي,محلل,18000,SA3036156150679847853387,+966529087904,نعم,2023-09-04
E01316,سمر الشمري,1638598092,التدقيق الداخلي,مدير,41000,SA7781222310611508851553,+966580988865,لا,2023-01-26
E01317,جاسم العتيبي,1062685100,إدارة المخاطر,موظف خدمة عملاء,33000,SA3004566967857963172771,+966595902806,لا,2015-11-05
E01318,إيمان الشريف,1409551247,التخطيط والتطوير,محلل,8500,SA6806940833562264038392,+966537396124,نعم,2021-03-01
E01319,لمى التميمي,1703436897,ضبط الجودة,مصمم,8500,SA1936956614657573847539,+966505586045,لا,2023-05-27
E01320,نجود التميمي,1111553028,إدارة المعرفة,مدير عام مساعد,22000,SA2601329524107752975680,+966528471550,نعم,2016-11-02
E01321,هيفاء العمري,1246436404,الخدمات المساندة,رئيس قسم,55000,SA6450678470088862808739,+966555011418,نعم,2011-11-11
