vendor_id,vendor_name_ar,cr_number,vat_number,city,contact_person_ar,contact_email,contact_phone,iban,status,last_updated
V00820,شركة الثبيتي للمقاولات,4030692246,356192961274993,جدة,عبدالرحمن المسعود,yomna.alotaibi@vendor11.sa.example,+966543131955,SA9896865415216665601746,نشط,2024-05-02
V00821,مختبرات الثبيتي لإدارة المشاريع,3206656514,353179676936463,حائل,لين الشهري,mayaa.altamimi@vendor21.sa.example,+966598084652,SA7978497095884011178691,نشط,2024-05-21
V00822,شركة العوفي للمقاولات,2051766985,321295831691283,الجبيل,رند اليامي,marwa.alshahrani@vendor15.sa.example,+966571725971,SA2327891352110989524496,نشط,2026-06-11
V00823,مؤسسة الزياني لإدارة المشاريع,5606901108,367906401937293,تبوك,هيفاء الدوسري,mayaa.alzahrani@vendor20.sa.example,+966541739257,SA8639487348395951657528,نشط,2026-03-17
V00824,مكتب العمري للتجهيزات الطبية,6506107132,326009756082083,نجران,مشعل التميمي,abdulkarim.alashmari@vendor18.sa.example,+966571690744,SA9444523636250101112310,نشط,2025-04-27
V00825,مؤسسة المطيري للصناعات الغذائية,5855422686,343323959243353,أبها,تركي الرشيدي,abeer.albalawi@vendor30.sa.example,+966550630237,SA6103821789440150178017,نشط,2026-01-04
V00826,شركة السهلي للتعليم والتدريب,7106245500,387263797060403,سكاكا,نواف الحازمي,maha.alqurashi@vendor10.sa.example,+966578442909,SA2056988275742747120246,نشط,2024-07-01
V00827,مكتب الجهني للاتصالات,4652245553,305642212936623,ينبع,شهد القحطاني,shaima.alsahli@vendor8.sa.example,+966530573148,SA5877207709828589898683,نشط,2025-11-15
V00828,مصنع الثبيتي للتطوير البرمجي,2050770598,366937845070683,الدمام,عبدالكريم القحطاني,najoud.alsubaie@vendor6.sa.example,+966584194270,SA0269415081874244250418,نشط,2025-03-17
V00829,مكتب الحربي للطباعة والنشر,3406184821,319664716074473,بريدة,عادل الغامدي,badr.almalki@vendor9.sa.example,+966582196388,SA8080833514180405027489,نشط,2025-04-03
V00830,مصنع العمري للأمن السيبراني,1010134884,358568261169763,الرياض,باسل القرني,asma.almasoud@vendor17.sa.example,+966598618939,SA6381118194031656695552,نشط,2024-11-19
V00831,شركة مساهمة الغامدي للترجمة والتعريب,3406227469,339373723415223,بريدة,مياء الرويلي,leen.albqami@vendor4.sa.example,+966588527693,SA2464874101364337357713,نشط,2025-08-17
V00832,مركز البلوي للصناعات الغذائية,5855634096,353342247653523,أبها,تركي المالكي,hussein.alhumaidi@vendor26.sa.example,+966549148234,SA8729720449499339685050,نشط,2025-09-22
V00833,مجموعة السلمي للصناعات الغذائية,6906881967,394895806361633,عرعر,نواف المرواني,shehab.alsudairi@vendor13.sa.example,+966570701798,SA3086007432950665781661,نشط,2026-03-26
V00834,شركة مساهمة العنزي للإعلام والتواصل,5855990635,351888927514953,أبها,إبراهيم المرواني,shahad.alshahrani@vendor19.sa.example,+966583301244,SA4495272206491514093700,نشط,2025-07-22
V00835,مركز الغامدي للاتصالات,6506949387,319207955311793,نجران,محمد الشهراني,ayman.alrubaie@vendor5.sa.example,+966534323628,SA7973155242623957836995,نشط,2025-02-17
V00836,مركز المقرن للمقاولات,7106252942,364309114868763,سكاكا,صقر الشريف,yomna.alzahrani@vendor7.sa.example,+966540001865,SA7474466148193289686339,نشط,2026-04-19
V00837,مكتب الغامدي لإدارة المشاريع,6006953531,340978375402003,جازان,أيمن الرويلي,areej.almasoud@vendor10.sa.example,+966575190179,SA0971266785187054021090,نشط,2024-07-21
V00838,مؤسسة العامري للإعلام والتواصل,4031923905,382180198303653,مكة المكرمة,بدر البلوي,anas.alashmari@vendor30.sa.example,+966537235593,SA2972620071190340679092,نشط,2024-05-31
V00839,شركة الشهري للتطوير البرمجي,6506936890,372700995787903,نجران,سلمى الشمري,ruya.alaufi@vendor19.sa.example,+966583794835,SA1844944881357667317509,نشط,2024-07-13
V00840,شركة مساهمة التميمي للمقاولات,5854107075,318058252078123,خميس مشيط,مياء الربيعي,naif.alshehri@vendor2.sa.example,+966596527455,SA2060187773713876048028,نشط,2026-05-05
V00841,شركة مساهمة التميمي للمقاولات,5854390000,383949592128283,خميس مشيط,نورة المقرن,naif.alshehri@vendor5.sa.example,+966503432644,SA0689535365192492997208,نشط,2025-04-19
V00842,شركة الحربي للخدمات البيئية,4650463841,312950393061153,المدينة المنورة,باسل الربيعي,ghadeer.almugrin@vendor14.sa.example,+966515155399,SA0351684645915884869986,نشط,2026-01-07
V00843,مختبرات العتيبي للتعليم والتدريب,4031591667,328197222793823,مكة المكرمة,مروة الشهراني,latifa.albalawi@vendor2.sa.example,+966541941315,SA5831835661319913781394,نشط,2025-02-04
V00844,مجموعة العمري للصناعات الغذائية,5855412045,311404760264323,أبها,الجوهرة السبيعي,aljawharah.alyami@vendor17.sa.example,+966536951282,SA5221688341224048141437,نشط,2024-10-04
V00845,مكتب السواط لتقنية المعلومات,6506031965,340525911470473,نجران,ميساء الزهراني,abdulrahman.alotaibi@vendor4.sa.example,+966544309500,SA3279238017318461751505,نشط,2024-04-15
V00846,مكتب السلمي للتطوير البرمجي,3206405301,376228442556023,حائل,فهد المرواني,adel.almalki@vendor5.sa.example,+966593350751,SA9203509271449263301633,نشط,2025-04-15
V00847,مؤسسة السهلي للأعمال العقارية,6006654403,342128482876583,جازان,أحمد العنزي,mona.alghamdi@vendor27.sa.example,+966561077669,SA2011643241971864378075,نشط,2025-05-10
V00848,مجموعة الحازمي للاستشارات,2051875347,324794130509213,الجبيل,أسماء القحطاني,ayman.alsalmi@vendor10.sa.example,+966522657076,SA7825759318707043125094,نشط,2025-11-28
V00849,مكتب الشمري للخدمات المالية,3206539605,384505866666263,حائل,مروة القرشي,mansour.almutairi@vendor11.sa.example,+966529442722,SA9389155021751506669991,نشط,2025-12-07
V00850,مؤسسة الثبيتي للطباعة والنشر,5606082819,336377386325033,تبوك,أمل العسيري,musaid.alarjani@vendor16.sa.example,+966583154010,SA8006751507866695022578,نشط,2024-09-24
V00851,مركز المقرن للصناعات الغذائية,5854926783,312606685740733,خميس مشيط,حنان المقرن,amal.alqahtani@vendor1.sa.example,+966580302325,SA5096717189011157118717,نشط,2025-03-23
V00852,مؤسسة المرواني للاتصالات,4032185707,367780617143783,الطائف,عبدالرحمن الشهراني,abdullah.althbiti@vendor25.sa.example,+966571437137,SA7002375592961852545422,active,2025-02-25
V00853,مؤسسة الشريف للتعليم والتدريب,4652235085,320379527171963,ينبع,سلمان الجهني,hamad.alhazmi@vendor1.sa.example,+966582227040,SA7036440139433889097372,نشط,2025-09-25
V00854,شركة مساهمة الهاجري للخدمات اللوجستية,7106674513,368182057892303,سكاكا,منصور السلمي,lama.alamri@vendor22.sa.example,+966596222141,SA0380790754787570314981,نشط,2025-02-14
V00855,مصنع المطيري للتعليم والتدريب,4031266486,381536781453503,مكة المكرمة,حسن الجهني,dima.albqami@vendor30.sa.example,+966587288023,SA3215650491138924723421,نشط,2025-01-01
V00856,مختبرات السواط للمقاولات,3206143866,368628533159133,حائل,عبدالرحمن الحربي,amal.alghamdi@vendor20.sa.example,+966535461029,SA7937925817704049230432,نشط,2024-08-11
V00857,مكتب الجهني للصناعات الغذائية,5855977025,381410227958053,أبها,طلال البلوي,majed.alanazi@vendor24.sa.example,+966505062453,SA2328370437600622341881,نشط,2026-06-01
V00858,مصنع الجهني للخدمات اللوجستية,5606075057,331798097561353,تبوك,فاطمة الحازمي,maha.alotaibi@vendor21.sa.example,+966510021907,SA0275799115588151085029,نشط,2025-07-20
V00859,مختبرات الهاجري لإدارة المشاريع,2051213669,349912616962073,الجبيل,عمر القرني,sara.alomari@vendor7.sa.example,+966528959863,SA1903439310607613817781,نشط,2024-06-27
V00860,مجموعة التميمي للبنية التحتية,3406107492,366752757810093,بريدة,ريم العنزي,areej.almugrin@vendor27.sa.example,+966577942126,SA7029601196968098044022,نشط,2025-04-30
V00861,مركز القحطاني للتسويق الرقمي,5854616474,370525083275623,خميس مشيط,مشعل الجهني,kholoud.alsudairi@vendor23.sa.example,+966561856646,SA9275799105726799861195,نشط,2025-02-24
V00862,مؤسسة العنزي للاستشارات,7106752465,310130682258263,سكاكا,راشد المطيري,wafaa.alotaibi@vendor13.sa.example,+966514667982,SA4201118428806943052747,نشط,2024-11-19
V00863,شركة الأسمري لتقنية المعلومات,4030794203,303408196754593,جدة,هيفاء السلمي,saleh.alkhaldi@vendor16.sa.example,+966573875452,SA4193876038834500530050,نشط,2024-09-02
V00864,مختبرات الشهري للإعلام والتواصل,5854325414,307008381139973,خميس مشيط,أحمد الخالدي,ahmed.alziyani@vendor30.sa.example,+966524462877,SA1828514333099432678881,نشط,2024-04-20
V00865,مؤسسة الهاجري للخدمات البيئية,1010134415,360589159181303,الرياض,نواف الشهراني,jasem.alsharif@vendor27.sa.example,,SA8962424146907281658762,نشط,2025-12-31
V00866,مختبرات السلمي للإعلام والتواصل,6506099361,378015419822763,نجران,أسماء الأسمري,bashayir.alarjani@vendor7.sa.example,+966590841307,SA1624722717151693196668,نشط,2024-04-22
V00867,مختبرات الغامدي للخدمات اللوجستية,4652821755,362233186650903,ينبع,سارة المالكي,ziad.alomari@vendor29.sa.example,+966563443453,SA7255156457640095376876,نشط,2025-08-06
V00868,مختبرات الحربي للترجمة والتعريب,5854441796,331546698453213,خميس مشيط,وائل الغامدي,abdulaziz.almarwani@vendor22.sa.example,+966567490365,SA1925892804508546962735,نشط,2025-11-10
V00869,شركة مساهمة العسيري للاستشارات,4031848467,321256789117623,مكة المكرمة,نجلاء الشمري,abdulrahman.alghamdi@vendor11.sa.example,+966549986155,SA4873785906203539642683,نشط,2024-08-24
V00870,شركة الزبيدي للمستشفيات,4030590248,368053128510423,جدة,تركي الحوساوي,saqr.almugrin@vendor11.sa.example,+966569066701,SA3444517502851822156022,نشط,2025-12-14
V00871,مؤسسة الثبيتي للخدمات المالية,5855584119,397605822098113,أبها,كريم الغامدي,rana.alsudairi@vendor27.sa.example,+966592885338,SA9450680911202631518372,نشط,2025-04-08
V00872,شركة الشهري للمقاولات,4030526307,334446443167503,جدة,إبراهيم الحربي,salman.altamimi@vendor14.sa.example,+966536497765,SA5105592003400907921398,نشط,2025-03-17
V00873,مؤسسة العمري للخدمات اللوجستية,1010413301,384815877880453,الرياض,تالا العنزي,salma.alaufi@vendor20.sa.example,+966579719883,SA4041928513081302088310,نشط,2025-04-03
V00874,مؤسسة المالكي للأعمال العقارية,6506164654,384970425673713,نجران,كريم الزبيدي,jawaher.alfaifi@vendor23.sa.example,+966556197080,SA9797095224955958288858,نشط,2025-05-07
V00875,مجموعة المالكي للترجمة والتعريب,4032914407,300596046269073,الطائف,حنان العرجاني,sami.alhazmi@vendor2.sa.example,+966503217506,SA4638962393218682934725,نشط,2025-04-15
V00876,مؤسسة التميمي للمقاولات,1010858245,396471983565593,الرياض,مازن الحربي,nadia.alamri@vendor12.sa.example,+966543013619,SA1754912761980745071772,نشط,2025-09-13
V00877,مجموعة الحازمي للتجهيزات الطبية,3406707932,372976245218143,بريدة,ميساء الحميدي,maha.alsharif@vendor21.sa.example,+966523670697,SA1026772272066253549237,نشط,2025-05-08
V00878,شركة مساهمة الشهراني للتسويق الرقمي,1010067863,345694635675033,الرياض,يمنى البقمي,musaid.albalawi@vendor18.sa.example,+966501992804,SA3270403267814368578736,نشط,2025-02-13
V00879,شركة السديري لتقنية المعلومات,4652695556,353979979171493,ينبع,بدر السهلي,eman.albalawi@vendor3.sa.example,+966580394611,SA9349084734193538887639,نشط,2025-02-16
V00880,مصنع الغامدي للتسويق الرقمي,4030262750,314554784490083,جدة,وائل الرويلي,kareem.alqarni@vendor10.sa.example,+966516376875,SA13527837073058970826,نشط,2024-09-11
V00881,مصنع البلوي للمقاولات,3206623640,363517373384313,حائل,شهاب الشمري,turki.alsharif@vendor14.sa.example,+966520043670,SA3507172594852089434613,نشط,2025-06-21
V00882,مصنع الجهني للخدمات اللوجستية,3206920030,355836615842343,حائل,خالد السلمي,nawaf.alhosawy@vendor24.sa.example,+966577748441,SA2171223719890194046830,نشط,2024-08-06
V00883,شركة مساهمة السهلي للمستشفيات,4031606221,314702703024813,مكة المكرمة,يمنى الزبيدي,shehab.alarjani@vendor24.sa.example,+966561352826,SA6233199012204293857529,نشط,2024-05-24
V00884,مكتب العتيبي لتقنية المعلومات,4652185289,374828672245793,ينبع,هيفاء المرواني,sultan.alshehri@vendor8.sa.example,+966523431552,SA5588871964939688399959,نشط,2025-10-22
V00885,مركز الفيفي للتعليم والتدريب,4652969451,308996815155063,ينبع,دلال السديري,badr.alashmari@vendor4.sa.example,+966512316554,SA8546638188832118806993,نشط,2026-02-20
V00886,مجموعة التميمي للتطوير البرمجي,1010970241,352389211980603,الرياض,هند الشهراني,najla.alhosawy@vendor21.sa.example,+966588109808,SA8408058434972764495956,نشط,2025-11-19
V00887,مختبرات القرشي للتعليم والتدريب,3406781773,398546113955043,بريدة,عبدالله الهاجري,ghadeer.alhazmi@vendor24.sa.example,+966528920928,SA3666000831813527225293,نشط,2025-03-20
V00888,مختبرات المطيري للخدمات اللوجستية,6906088642,379420674048383,عرعر,صفاء الخالدي,dalal.alruwaily@vendor29.sa.example,+966554119799,SA5933339472849259943265,نشط,2025-02-04
V00889,مركز العامري للطباعة والنشر,7106779089,355715403012133,سكاكا,غدير الشريف,aljawharah.albqami@vendor17.sa.example,+966545009093,SA1054311564100186465661,نشط,2025-09-08
V00890,مصنع البلوي للترجمة والتعريب,2050912446,369885355964123,الدمام,غدير الغامدي,fahad.alqahtani@vendor15.sa.example,+966541781505,SA9816465750808543795818,نشط,2025-11-10
V00891,مصنع الثبيتي للاستشارات,6506916206,382539833181823,نجران,إيمان العامري,ruya.alsubaie@vendor4.sa.example,+966549806180,SA3308925274753115945758,نشط,2026-01-27
V00892,شركة القرني للصناعات الغذائية,6506472620,371228783380443,نجران,عبير العسيري,ibtisam.alshahrani@vendor21.sa.example,+966564604636,SA0958743962752522348959,نشط,2024-08-22
V00893,مكتب الأسمري للخدمات البيئية,4031275280,381742623017533,مكة المكرمة,لطيفة الحوساوي,turki.almarwani@vendor5.sa.example,+966525504345,SA2629710593936707455463,نشط,2025-09-19
V00894,مصنع البلوي للأعمال العقارية,4032494553,366770484468603,الطائف,مازن القرني,marwa.alsalmi@vendor19.sa.example,+966528667616,SA1743754473510448952169,نشط,2025-08-27
V00895,شركة مساهمة الزياني للترجمة والتعريب,5855663276,348519801053903,أبها,وليد السواط,mishal.alruwaily@vendor6.sa.example,+966573682540,SA6887270741264826156727,نشط,2025-06-25
V00896,مختبرات الثبيتي لإدارة المشاريع,7106461201,316462715633353,سكاكا,لؤي القحطاني,abdulrahman.alsalmi@vendor11.sa.example,+966581391641,SA3433729907786709904980,نشط,2024-10-12
V00897,شركة مساهمة البلوي للتطوير البرمجي,5606848380,337546070689923,تبوك,نواف الهاجري,wael.alshahrani@vendor1.sa.example,+966515591056,SA6081896463940222629122,نشط,2025-12-07
V00898,مركز القرني للاستشارات,4650477124,324227233086973,المدينة المنورة,نايف السديري,abdulwahhab.alarjani@vendor18.sa.example,+966532918235,SA7971717221418557517102,نشط,2026-03-13
V00899,مصنع الدوسري للصناعات الغذائية,2051123620,329519167876933,الجبيل,نواف المرواني,salma.alghamdi@vendor3.sa.example,+966504892104,SA2197025462565308581364,نشط,2025-03-25
V00900,مصنع البقمي للإعلام والتواصل,5606475578,318696160236093,تبوك,حمد الزبيدي,wael.albalawi@vendor7.sa.example,+966550396409,SA3190386159269255328658,نشط,2025-08-25
V00901,مصنع السديري للبنية التحتية,6506863847,365819901875303,نجران,عمر المالكي,latifa.alrashidi@vendor15.sa.example,+966507050106,SA9630517588370933942373,نشط,2025-11-12
V00902,مكتب العامري للبنية التحتية,3206183354,387337138555773,حائل,مساعد الدوسري,yomna.albqami@vendor12.sa.example,+966551258304,SA5157923091918008346968,نشط,2026-03-23
V00903,مركز السلمي لتقنية المعلومات,4652862019,312008494072233,ينبع,ناصر العامري,ghanem.alshehri@vendor25.sa.example,+966567004399,SA1649243610374386407713,نشط,2024-12-06
V00904,مصنع الحربي لإدارة المشاريع,4652782010,359095907777283,ينبع,زينب الهاجري,rahaf.aldosari@vendor16.sa.example,+966535905949,SA4712873362792262311078,نشط,2025-02-06
V00905,مصنع القرني لتقنية المعلومات,6506241005,361019248897853,نجران,نجلاء الخالدي,nadia.alfaifi@vendor3.sa.example,+966509184372,SA3323468405848984626583,نشط,2025-03-30
V00906,مجموعة العتيبي للأعمال العقارية,5854644871,396384527604463,خميس مشيط,عبدالوهاب الحربي,salman.alsharif@vendor24.sa.example,+966587159810,SA0557145415334469736310,نشط,2024-10-14
V00907,مركز العسيري لإدارة المشاريع,1010462056,319944616641883,الرياض,سلطان الجهني,mansour.almutairi@vendor13.sa.example,+966518401059,SA8588134231821877146588,نشط,2025-09-02
V00908,مختبرات المقرن للترجمة والتعريب,5855673382,328020969830093,أبها,رانيا الخالدي,areej.alqahtani@vendor21.sa.example,+966586991314,SA8437089957649353743892,نشط,2024-10-30
V00909,مصنع الشريف للتجهيزات الطبية,3206124657,333411767594573,حائل,رامي السهلي,ibrahim.almarwani@vendor24.sa.example,+966549391126,SA5951964531869793107753,نشط,2026-02-10
V00910,مصنع الأسمري للبنية التحتية,2050929429,343401512385513,الدمام,شيماء السديري,sahar.almasoud@vendor4.sa.example,+966508830905,SA0944940526705826071738,نشط,2024-12-08
V00911,شركة مساهمة الغامدي للإعلام والتواصل,2050061670,320292943852593,الدمام,أريج الأسمري,hani.alshahrani@vendor23.sa.example,+966572167868,SA0561393842827140412810,نشط,2025-12-27
V00912,مجموعة العنزي للمستشفيات,7106032847,360979737157903,سكاكا,إيمان التميمي,hassan.almutairi@vendor27.sa.example,+966512139826,SA4292431251258011481491,نشط,2025-12-08
V00913,مختبرات البقمي للخدمات المالية,6906700636,391049444170703,عرعر,ابتسام البقمي,faisal.almugrin@vendor4.sa.example,+966556934509,SA6520536690430950047526,نشط,2024-07-19
V00914,مصنع الغامدي للأعمال العقارية,7106640452,389298324200573,سكاكا,منى القحطاني,hamza.almasoud@vendor3.sa.example,+966597548003,SA6299104714607839033846,نشط,2025-05-18
V00915,مصنع الزياني لإدارة المشاريع,5854896882,367463387686563,خميس مشيط,شهاب الحوساوي,hassan.alsubaie@vendor23.sa.example,+966551346264,SA3113597406110318614191,نشط,2025-08-20
V00916,مكتب الفيفي لتقنية المعلومات,1010089015,354127646999813,الرياض,سامي الربيعي,mohammed.alqarni@vendor14.sa.example,+966584488722,SA4619218099883608799181,نشط,2025-01-30
V00917,مركز التميمي للاستشارات,2051762830,317997675507383,الجبيل,شيماء البلوي,hassan.almarwani@vendor27.sa.example,+966557751103,SA2404931727474080357801,نشط,2025-08-19
V00918,مؤسسة الشريف للخدمات المالية,4030376021,373814591273923,جدة,هبة القرشي,hamad.alhosawy@vendor30.sa.example,+966509214669,SA6580935570578318856966,نشط,2024-10-28
V00919,شركة العمري للتطوير البرمجي,4030242402,374527283646363,جدة,فيصل الغامدي,naif.albalawi@vendor19.sa.example,+966560092019,SA3440054842621043049580,نشط,2025-08-01
V00920,مصنع الأسمري للأعمال العقارية,4031444376,331466350217583,مكة المكرمة,صقر المالكي,hussein.alqahtani@vendor23.sa.example,+966508065370,SA1690464958314540790537,نشط,2025-05-04
V00921,مصنع الهاجري للترجمة والتعريب,5606945403,336756850090603,تبوك,رند العوفي,badr.alshahrani@vendor11.sa.example,+966567022067,SA5825997341869078519488,نشط,2024-05-05
V00922,مصنع الربيعي للخدمات البيئية,7106016405,306586426789823,سكاكا,العنود الجهني,hamza.alsharif@vendor2.sa.example,+966528908970,SA8426455900654166999582,نشط,2026-03-19
V00923,مركز العنزي للترجمة والتعريب,5606037536,354810542532663,تبوك,بدر المقرن,wael.alrashidi@vendor24.sa.example,+966564862649,SA0244154988784706072951,نشط,2024-08-20
V00924,شركة الرويلي للإعلام والتواصل,4652891800,390851086038493,ينبع,لين البلوي,hind.althbiti@vendor7.sa.example,+966580072499,SA2915700149009057170637,نشط,2025-09-14
V00925,مكتب الشمري للخدمات اللوجستية,6506451375,363442274274393,نجران,طلال الحوساوي,ibtisam.alzahrani@vendor16.sa.example,+966544934203,SA6521960481247791319467,نشط,2026-01-27
V00926,شركة الرويلي للإعلام والتواصل,4032135883,390801720738853,الطائف,أنوار الثبيتي,aljawharah.alswat@vendor17.sa.example,+966582185795,SA8407991032877871722045,نشط,2025-10-12
V00927,مؤسسة المقرن للخدمات اللوجستية,6906257329,318250514360463,عرعر,شهاب السواط,rand.aljohani@vendor22.sa.example,+966503804164,SA9776253312243921417235,نشط,2024-11-09
V00928,شركة السهلي للاستشارات,6006175886,304648602739743,جازان,هيفاء الغامدي,abeer.alaufi@vendor14.sa.example,+966508023394,SA1641876253108991370323,نشط,2025-01-19
V00929,شركة الحازمي للطباعة والنشر,7106679933,346008586378293,سكاكا,جاسم العرجاني,mishal.alaufi@vendor3.sa.example,+966540389896,SA0689406486159018643641,نشط,2026-05-29
V00930,مجموعة الشمري للاتصالات,6906905359,361667401166563,عرعر,محمد القرني,mohammed.alhumaidi@vendor1.sa.example,+966593420222,SA4113279867537290761259,نشط,2024-05-21
V00931,شركة البقمي للاستشارات,5606096920,340062088267823,تبوك,معاذ التميمي,ghanem.almugrin@vendor13.sa.example,,SA8632110886586882977168,نشط,2025-09-24
V00932,شركة مساهمة الغامدي للخدمات اللوجستية,4652396282,352026105761083,ينبع,بشاير الجهني,yomna.alhosawy@vendor23.sa.example,+966590685649,SA7187538602931341899259,نشط,2025-11-19
V00933,مؤسسة المرواني للصناعات الغذائية,4030719557,303723563764503,جدة,رهف الغامدي,faisal.alsudairi@vendor29.sa.example,+966599788149,SA5998563657043294457087,نشط,2024-07-29
V00934,مجموعة العرجاني للخدمات البيئية,6006090953,376799131818753,جازان,ديمة الهاجري,latifa.alsubaie@vendor10.sa.example,+966518267606,SA7468276029114416042097,نشط,2026-06-14
V00935,مختبرات السبيعي للاستشارات,4650502860,371298000664473,المدينة المنورة,معاذ الربيعي,noura.alyami@vendor10.sa.example,+966557385814,SA8702765931718064500772,نشط,2024-08-28
V00936,مركز الشهراني لتقنية المعلومات,5606530796,383999581655293,تبوك,ماجد البلوي,kareem.aldosari@vendor23.sa.example,+966542572663,SA2859571994031363271052,نشط,2025-04-01
V00937,مجموعة الحازمي للأعمال العقارية,3206368148,374769429417953,حائل,سعد الصاعدي,yomna.alfaifi@vendor30.sa.example,+966573555210,SA7253117790647641425943,نشط,2025-07-31
V00938,شركة القرشي للتجهيزات الطبية,2051629679,344889029888403,الجبيل,يمنى الخالدي,noura.alshamri@vendor18.sa.example,+966574062762,SA0652307544855362846494,نشط,2024-10-29
V00939,مجموعة الهاجري للأمن السيبراني,2050673393,377349710059953,الدمام,نادية القرني,wael.alrashidi@vendor7.sa.example,+966589033674,SA3033682412733362341397,نشط,2026-05-02
V00940,شركة مساهمة العنزي للبنية التحتية,4650060203,334958596109713,المدينة المنورة,فاطمة الرويلي,sara.alamri@vendor9.sa.example,+966554600706,SA6398034734969900772989,نشط,2025-12-27
V00941,مختبرات المطيري للمقاولات,4650580844,373257382319813,المدينة المنورة,سحر اليامي,hassan.alqahtani@vendor17.sa.example,+966558752698,SA1855946594857283482947,نشط,2025-03-01
V00942,مركز السواط للتطوير البرمجي,3406165953,324304772058303,بريدة,صالح الحوساوي,eman.alqarni@vendor25.sa.example,+966572689975,SA0631466449668857973102,نشط,2026-01-20
V00943,مركز المقرن للتجهيزات الطبية,3206571274,364666446528303,حائل,نجود الزبيدي,mayaa.albqami@vendor5.sa.example,+966562622240,SA8035410261621038459383,نشط,2025-02-05
V00944,مصنع العنزي للاتصالات,3206594520,322737193156223,حائل,نجود العنزي,sara.alqarni@vendor24.sa.example,+966591931613,SA6226573212363686016413,نشط,2026-06-13
V00945,مؤسسة العتيبي للخدمات اللوجستية,5606403638,395371619533533,تبوك,كريم العرجاني,leen.alfaifi@vendor15.sa.example,+966527542700,SA6901279616655798288814,نشط,2023-05-22
V00946,مركز الزبيدي للتسويق الرقمي,5855999821,313655903691333,أبها,رامي المسعود,yomna.alziyani@vendor12.sa.example,+966564435505,SA2587901009848686623184,نشط,2024-04-15
V00947,مركز الزهراني للتسويق الرقمي,6506827232,326940906836313,نجران,رهف المقرن,ziad.almutairi@vendor26.sa.example,+966578622445,SA8292902724430844099515,نشط,2024-06-30
V00948,شركة الشهراني لإدارة المشاريع,1010594910,319136276834923,الرياض,راشد الشهري,shahad.alshamri@vendor9.sa.example,,SA6704959944323281068077,نشط,2024-12-19
V00949,مركز الحازمي للخدمات اللوجستية,4652530560,306595914712333,ينبع,صفاء الدوسري,rashed.alsubaie@vendor26.sa.example,+966562068756,SA5368798877094818656954,نشط,2025-11-27
V00950,مكتب الحازمي للصناعات الغذائية,4652826754,320006214261023,ينبع,حنان المطيري,sami.alrubaie@vendor1.sa.example,+966510050427,SA4275521246476668932651,نشط,2026-04-09
V00951,مركز العنزي للأعمال العقارية,1010109336,341431051422563,الرياض,ريم العرجاني,ibtisam.alaufi@vendor29.sa.example,+966530094613,SA5020526346898138708166,نشط,2024-05-11
V00952,مكتب الربيعي لتقنية المعلومات,5606796281,334146395020843,تبوك,كريم الحازمي,najoud.alsaaidi@vendor8.sa.example,+966518790564,SA7508167437462537574478,نشط,2024-09-12
V00953,مكتب المقرن للمقاولات,3206910594,333965556025513,حائل,سلمى الشريف,mishal.alswat@vendor5.sa.example,+966592486732,SA2131887199835942556155,نشط,2024-06-04
V00954,مختبرات الزهراني للترجمة والتعريب,3206555291,363195547433843,حائل,عبير الحوساوي,wafaa.alkhaldi@vendor4.sa.example,+966599729094,SA6338235145840624898357,نشط,2025-04-18
V00955,مجموعة الرشيدي للصناعات الغذائية,5855278267,332875438366693,أبها,حسين السديري,samar.alswat@vendor8.sa.example,+966597155513,SA6282092211344405848300,نشط,2024-10-03
V00956,مصنع الزهراني للصناعات الغذائية,4031561661,381488322112393,مكة المكرمة,جاسم المقرن,rania.alanazi@vendor19.sa.example,+966518728089,SA7848072015587247070684,نشط,2025-06-05
V00957,مختبرات الشهري للمستشفيات,4031740320,301747156726113,مكة المكرمة,العنود الثبيتي,rashed.aljohani@vendor25.sa.example,+966521297459,SA2049376833104633385451,نشط,2025-02-11
V00958,مجموعة العتيبي للتطوير البرمجي,1010351076,381563820699693,الرياض,هبة الشمري,jasem.alruwaily@vendor3.sa.example,+966568814551,SA5389713339410065721393,نشط,2024-11-26
V00959,مركز الفيفي للتطوير البرمجي,4032648555,341939817343383,الطائف,بشاير الرشيدي,ghanem.alqahtani@vendor11.sa.example,+966510649244,SA4659186864244513174330,نشط,2024-08-22
V00960,شركة مساهمة الخالدي للتطوير البرمجي,1010140990,383069608946883,الرياض,عادل القحطاني,leen.alshehri@vendor2.sa.example,+966517748300,SA1152737317449655960503,نشط,2025-02-28
V00961,شركة مساهمة السهلي للتعليم والتدريب,5854593051,316624568152913,خميس مشيط,خالد الخالدي,hamad.alqahtani@vendor23.sa.example,+966532492764,SA5055154418788704234065,نشط,2025-02-21
V00962,مكتب الشمري للأعمال العقارية,5606101905,312878079615213,تبوك,مها الشهراني,salma.alswat@vendor13.sa.example,+966509783852,SA0616964029798630782967,نشط,2025-01-08
V00963,مكتب العرجاني للاتصالات,1010064352,355010787070003,الرياض,سامي السديري,majed.almarwani@vendor20.sa.example,+966547482122,SA3672024098684532592343,نشط,2026-01-24
V00964,مصنع الحربي للخدمات البيئية,3206523259,328552335036323,حائل,مها العامري,yousef.alyami@vendor8.sa.example,+966516408104,SA5004136777762464618671,نشط,2025-06-26
