invoice_no,vendor_id,issue_date,currency,subtotal,vat_amount,total_amount,cost_center,approved_by_id,payment_iban
INV-2026-006127,V01062,2025-08-27,SAR,279928.82,41989.32,321918.14,المالية,1841371105,SA9357307357699992561409
INV-2026-006128,V00925,2025-03-07,SAR,45048.86,6757.33,51806.19,ضبط الجودة,1994845012,SA9251961768246573146428
INV-2026-006129,V00544,2026-05-02,SAR,401301.97,60195.3,461497.27,التشغيل,1906718588,SA6178883316020124753391
INV-2026-006130,V01103,2026-07-27,SAR,85966.05,12894.91,98860.96,التشغيل,1687288348,SA0983746688140072702590
INV-2026-006131,V00640,2026-04-19,SAR,725183.68,108777.55,833961.23,المشتريات,1616843072,SA7860280771697814437482
INV-2026-006132,V00117,2026-02-20,SAR,526410.39,78961.56,605371.95,إدارة المعرفة,1689569877,SA6918971228766889571679
INV-2026-006133,V00275,2025-04-27,SAR,27851.14,4177.67,32028.81,الموارد البشرية,1721854410,SA7137480653711718267078
INV-2026-006134,V00084,2025-12-15,SAR,722427.45,108364.12,830791.57,التخطيط والتطوير,1293266092,SA8452700113147222476488
INV-2026-006135,V01272,2026-04-14,SAR,342685.43,51402.81,394088.24,التشغيل,1119953972,SA6720070673081579288588
INV-2026-006136,V00482,2025-11-07,SAR,282794.13,42419.12,282794.13,إدارة المعرفة,1654339298,SA3674084393103995868700
INV-2026-006137,V00559,2025-11-20,SAR,45585.26,6837.79,52423.05,الاتصال المؤسسي,1533981583,SA4825062768091362350045
INV-2026-006138,V01166,2025-02-26,SAR,253844.79,38076.72,291921.51,الاتصال المؤسسي,1640957070,SA4036269601183348103480
INV-2026-006139,V00109,2026-02-15,SAR,350882.51,52632.38,403514.89,الموارد البشرية,1094979745,SA7746888289507884331319
INV-2026-006140,V00030,2025-11-27,SAR,734506.75,110176.01,844682.76,التدقيق الداخلي,1244364145,SA3756375098102848080833
INV-2026-006141,V00227,2026-03-17,SAR,513133.29,76969.99,590103.28,إدارة المعرفة,1487800011,SA7060175544093859937555
INV-2026-006142,V00096,2026-08-13,SAR,21628.37,3244.26,24872.63,الخدمات المساندة,1680160270,SA6081187705165458242881
INV-2026-006143,V00036,2026-02-27,SAR,465713.77,69857.07,535570.84,التدقيق الداخلي,1135611125,SA0232721950663393437389
INV-2026-006144,V00369,2025-11-15,SAR,215606.22,32340.93,247947.15,الشؤون القانونية,1164534735,SA3769461506224778315436
INV-2026-006145,V00298,2025-12-19,SAR,906705.58,136005.84,1042711.42,التشغيل,1267637088,SA6111909879394345000729
INV-2026-006146,V01351,2025-03-02,SAR,765719.99,114858.0,880577.99,المالية,1568919805,SA2505843131183503684516
INV-2026-006147,V00184,2025-11-14,SAR,188614.83,28292.22,216907.05,ضبط الجودة,1372941946,SA8327781239836509346916
INV-2026-006148,V01361,2025-07-31,SAR,193867.49,29080.12,222947.61,التخطيط والتطوير,1852621869,SA0620695912624753490485
INV-2026-006149,V00988,2025-07-20,SAR,410769.45,61615.42,472384.87,الشؤون القانونية,1877873099,SA5323337057842962446519
INV-2026-006150,V00438,2025-11-14,SAR,898162.71,134724.41,1032887.12,الخدمات المساندة,1785810738,SA1943109084516218919120
INV-2026-006151,V00147,2025-10-06,SAR,49385.1,7407.76,56792.86,الاتصال المؤسسي,1791476714,SA9320447019583382049800
INV-2026-006152,V01352,2025-08-23,SAR,624425.46,93663.82,718089.28,المالية,1832027468,SA6569282692357095783894
INV-2026-006153,V00070,2026-03-22,SAR,490162.22,73524.33,563686.55,الموارد البشرية,1232950855,SA6058711857500377184272
INV-2026-006154,V01454,2025-05-25,SAR,343620.54,51543.08,395163.62,تقنية المعلومات,1814946024,SA3042020523936018319304
INV-2026-006155,V00614,2026-05-31,SAR,771979.48,115796.92,887776.4,تقنية المعلومات,1824224321,SA5730693667411020117837
INV-2026-006156,V00307,2026-05-10,SAR,368514.35,55277.15,423791.5,إدارة المخاطر,1776525741,SA7065956505751044229689
INV-2026-006157,V01277,2025-11-09,SAR,213718.9,32057.83,245776.73,التخطيط والتطوير,1041624790,SA7639332938395416572416
INV-2026-006158,V00930,2025-06-11,SAR,166059.88,24908.98,190968.86,المالية,1829723616,SA5471464643614566576202
INV-2026-006159,V00657,2025-06-08,SAR,865531.55,129829.73,995361.28,,1282433570,SA5001053669718050327340
INV-2026-006160,V01008,2025-04-08,SAR,438536.45,65780.47,504316.92,الاتصال المؤسسي,1028110755,SA7444412787838433658503
INV-2026-006161,V01238,2026-03-17,SAR,377500.86,56625.13,434125.99,المشتريات,1472699584,SA0830923802840694993730
INV-2026-006162,V00541,2025-08-14,SAR,457345.12,68601.77,525946.89,,1074829449,SA2422928852548534247525
INV-2026-006163,V00196,2025-01-02,SAR,318086.16,47712.92,365799.08,المشتريات,1021344690,SA1490922457976679458158
INV-2026-006164,V00440,2025-07-23,SAR,167253.09,25087.96,192341.05,التدقيق الداخلي,1731682504,SA2838689109030068767127
INV-2026-006165,V01129,2026-05-25,SAR,545792.15,81868.82,627660.97,المشتريات,1395850918,SA1302690347754512935549
INV-2026-006166,V01082,2025-04-24,SAR,317990.46,47698.57,365689.03,المالية,1866820010,SA5321085096777382324286
INV-2026-006167,V00255,2025-11-26,SAR,376663.86,56499.58,433163.44,الاتصال المؤسسي,1244691349,SA9234197334597729329883
INV-2026-006168,V00662,2025-12-21,SAR,670417.44,100562.62,770980.06,ضبط الجودة,1315730539,SA7064468647052088671027
INV-2026-006169,V00678,2025-08-13,SAR,657177.05,98576.56,755753.61,التخطيط والتطوير,1388046839,SA5020116626237680458168
INV-2026-006170,V00016,2026-05-06,SAR,117929.51,17689.43,135618.94,إدارة المخاطر,1482778816,SA9250992520995120963258
INV-2026-006171,V00595,2025-03-19,SAR,656603.54,98490.53,755094.07,الاتصال المؤسسي,1526129992,SA7861547189179809512286
INV-2026-006172,V00691,2025-04-09,SAR,83204.38,12480.66,95685.04,ضبط الجودة,1670741741,SA5109917955992518131974
INV-2026-006173,V00072,2025-03-26,SAR,570293.05,85543.96,655837.01,التشغيل,1350848543,SA4174025593999765289155
INV-2026-006174,V00584,2025-09-09,SAR,742042.16,111306.32,853348.48,إدارة المعرفة,1114696212,SA5979481580945393813896
INV-2026-006175,V01423,2026-06-05,SAR,99413.61,14912.04,114325.65,تقنية المعلومات,1417132774,SA1106566048421819113825
INV-2026-006176,V00353,2026-05-26,SAR,266877.93,40031.69,306909.62,إدارة المخاطر,1903721148,SA9172121861775143674587
INV-2026-006177,V00155,2025-05-18,USD,60295.37,9044.31,69339.68,الاتصال المؤسسي,1577092362,SA1945965627493644737016
INV-2026-006178,V01402,2025-09-28,SAR,30954.24,4643.14,35597.38,تقنية المعلومات,1334075080,SA9160551459325880245200
INV-2026-006179,V01376,2025-09-03,SAR,626326.95,93949.04,720275.99,إدارة المخاطر,1021353634,SA1059010979386106751826
INV-2026-006180,V00876,2025-01-23,SAR,36672.35,5500.85,42173.2,التدقيق الداخلي,1903351854,SA8664221771014243590020
INV-2026-006181,V00406,2025-12-18,SAR,734769.76,110215.46,844985.22,الاتصال المؤسسي,1429673682,SA9270250900194273134216
INV-2026-006182,V00323,2026-03-10,SAR,818648.24,122797.24,941445.48,الاتصال المؤسسي,1116867134,SA4731431503477251526264
INV-2026-006183,V00624,2025-01-29,SAR,439220.86,65883.13,505103.99,إدارة المخاطر,1627853300,SA3257005133211338496029
INV-2026-006184,V00056,2025-01-29,SAR,60952.1,9142.81,70094.91,التدقيق الداخلي,1289474619,SA2683901768916620935503
INV-2026-006185,V00776,2026-04-23,SAR,485527.77,72829.17,558356.94,تقنية المعلومات,1756103535,SA7650066231947179575057
INV-2026-006186,V00616,2026-06-03,SAR,244488.18,36673.23,281161.41,المالية,1916382425,SA6144591504254906908791
INV-2026-006187,V00630,2025-12-13,SAR,731605.66,109740.85,841346.51,الاتصال المؤسسي,1797297924,SA9339984607120117018896
INV-2026-006188,V01182,2025-01-10,SAR,505486.95,75823.04,581309.99,التدقيق الداخلي,1572700654,SA3594464200928486646137
INV-2026-006189,V01421,2026-06-07,SAR,459278.25,68891.74,528169.99,تقنية المعلومات,1728167311,SA4417948502106359102670
INV-2026-006190,V00361,2026-02-03,SAR,862461.6,129369.24,991830.84,المالية,1522849643,SA8436639099841384861854
INV-2026-006191,V00163,2025-10-10,SAR,148427.04,22264.06,170691.1,تقنية المعلومات,1170078446,SA9146983440632667271866
INV-2026-006192,V00808,2025-06-18,SAR,104805.92,15720.89,120526.81,التخطيط والتطوير,1203755903,SA2705813771149223398221
INV-2026-006193,V00784,2025-07-25,SAR,908418.97,136262.85,1044681.82,تقنية المعلومات,1402571218,SA4989020600473173874998
INV-2026-006194,V01158,2025-08-16,SAR,888990.4,133348.56,1022338.96,تقنية المعلومات,1790011868,SA5227813331763420713367
INV-2026-006195,V00556,2026-05-01,sar,327717.17,49157.58,376874.75,المشتريات,1434864359,SA5959526477197980401390
INV-2026-006196,V00651,2025-02-17,SAR,327717.82,49157.67,376875.49,التخطيط والتطوير,1853161147,SA1690328470321660644337
INV-2026-006197,V00680,2026-02-23,SAR,35309.01,5296.35,40605.36,إدارة المعرفة,1073904821,SA4231419488174890991240
INV-2026-006198,V00327,2026-01-02,SAR,787789.96,118168.49,905958.45,التدقيق الداخلي,1298748615,SA7062055343851499526271
INV-2026-006199,V00649,2025-08-19,SAR,188756.06,28313.41,217069.47,الاتصال المؤسسي,1444305484,SA4259935089088724521755
INV-2026-006200,V00375,2025-05-05,SAR,447009.75,67051.46,514061.21,الموارد البشرية,1941232223,SA7742695304729807751726
INV-2026-006201,V00473,2025-02-23,SAR,920734.28,138110.14,1058844.42,الخدمات المساندة,1591076276,SA5555936811030006821758
INV-2026-006202,V00001,2025-05-06,SAR,187120.27,28068.04,215188.31,التخطيط والتطوير,1154835530,SA8401603915565259885690
INV-2026-006203,V00627,2026-02-18,SAR,716807.75,107521.16,824328.91,المالية,1632352777,SA3458764830618198090824
INV-2026-006204,V00331,2025-08-01,SAR,563683.08,84552.46,648235.54,الموارد البشرية,1682589120,SA6067853460816815635111
INV-2026-006205,V01391,2026-04-17,SAR,914699.52,137204.93,1051904.45,التشغيل,1264125178,SA5580600531292783251801
INV-2026-006206,V01076,2025-07-16,SAR,901995.58,135299.34,1037294.92,الخدمات المساندة,1038764245,SA8194742022833987013027
INV-2026-006207,V00427,2025-04-13,SAR,920920.3,138138.05,1059058.35,إدارة المخاطر,1187860430,SA3614271083914297641634
INV-2026-006208,V00074,2025-06-29,SAR,476109.81,71416.47,547526.28,الاتصال المؤسسي,1347061481,SA8765907304678565348296
INV-2026-006209,V00502,2025-12-07,SAR,516245.88,77436.88,593682.76,التخطيط والتطوير,1190663755,SA0781556472058336861762
INV-2026-006210,V00811,2026-02-18,SAR,528854.61,79328.19,608182.8,إدارة المعرفة,1071148702,SA7061708801570352974538
INV-2026-006211,V00598,2026-03-22,SAR,9653.25,1447.99,11101.24,تقنية المعلومات,1899618944,SA9635625534602432666629
INV-2026-006212,V01471,2025-06-16,SAR,189469.1,28420.37,217889.47,التشغيل,1454163484,SA9738619001557015642518
INV-2026-006213,V01376,2026-02-28,SAR,866146.6,129921.99,996068.59,ضبط الجودة,1574738280,SA4383887778365841701229
INV-2026-006214,V00803,2025-02-20,SAR,222120.99,33318.15,255439.14,المالية,1914848138,SA5489509118507775051583
INV-2026-006215,V00794,2026-01-19,SAR,788521.88,118278.28,906800.16,تقنية المعلومات,1110283940,SA2639161732120967834686
INV-2026-006216,V00731,2025-06-10,SAR,200046.25,30006.94,230053.19,التخطيط والتطوير,1345723660,SA6959275076277188184178
INV-2026-006217,V00284,2025-05-19,SAR,591482.29,88722.34,680204.63,التدقيق الداخلي,1090568195,SA8616000231974296725400
INV-2026-006218,V01266,2026-02-16,SAR,227614.09,34142.11,261756.2,التدقيق الداخلي,1227474218,SA8560034410570050036977
INV-2026-006219,V00057,2026-10-27,SAR,561683.1,84252.46,645935.56,الموارد البشرية,1963049844,SA6529633462534129541580
INV-2026-006220,V01337,2025-12-29,SAR,63875.58,9581.34,73456.92,إدارة المخاطر,1428717068,SA8049506642588711500459
INV-2026-006221,V00976,2025-01-06,SAR,509982.57,76497.39,586479.96,المالية,1275314688,SA8978957038134892640972
INV-2026-006222,V00291,2025-09-29,SAR,687978.69,103196.8,791175.49,المالية,1657423826,SA8176039792424053398028
INV-2026-006223,V01490,2025-06-17,SAR,171934.84,25790.23,197725.07,المشتريات,1980587685,SA3931791841212232593235
INV-2026-006224,V00971,2025-06-04,SAR,914682.38,137202.36,1051884.74,الخدمات المساندة,1322503259,SA5773211028783830549844
INV-2026-006225,V00781,2025-12-27,SAR,869545.46,130431.82,999977.28,المشتريات,1360009912,SA1411631866800894112208
INV-2026-006226,V01121,2025-12-27,SAR,-523765.36,78564.8,602330.16,المالية,1823085558,SA1913969545730067988373
INV-2026-006227,V00046,2024-12-29,SAR,152603.94,22890.59,175494.53,التشغيل,1646681765,SA9512700329270912967904
INV-2026-006228,V01237,2026-01-01,SAR,919751.95,137962.79,1057714.74,تقنية المعلومات,1827602978,SA7016999004823798036479
INV-2026-006229,V01333,2025-02-06,SAR,48423.76,7263.56,55687.32,إدارة المعرفة,1051315974,SA7753063878920580518680
INV-2026-006230,V01062,2024-12-29,SAR,57800.21,8670.03,66470.24,إدارة المخاطر,1835111731,SA2878446777269232252472
INV-2026-006231,V01390,2025-11-08,SAR,719974.72,107996.21,827970.93,التخطيط والتطوير,1373658788,SA6178639193542901002063
INV-2026-006232,V00666,2026-02-03,SAR,410829.29,61624.39,472453.68,المشتريات,1784692780,SA2828936595027088761943
INV-2026-006233,V00603,2026-01-27,SAR,722167.98,108325.2,830493.18,الاتصال المؤسسي,1189851973,SA6159143739812964055890
INV-2026-006234,V00738,2026-05-24,SAR,38862.58,5829.39,44691.97,إدارة المعرفة,1576391260,SA8396440101821690233319
INV-2026-006235,V00470,2025-08-11,SAR,743908.39,111586.26,855494.65,المالية,1913859128,SA1565109117516553292626
INV-2026-006236,V00337,2025-01-30,SAR,289508.09,43426.21,332934.3,المالية,1571091295,SA7964518174090081375136
INV-2026-006237,V00347,2025-10-08,SAR,734218.81,110132.82,844351.63,الموارد البشرية,1955856644,SA4886079536137521096618
INV-2026-006238,V01435,2026-01-13,SAR,77612.17,11641.83,89254.0,الاتصال المؤسسي,1584575672,SA7697805429600841919052
INV-2026-006239,V00225,2025-06-06,SAR,435118.25,65267.74,500385.99,ضبط الجودة,1751068899,SA1507996947637846616598
INV-2026-006240,V00389,2025-01-03,SAR,374507.26,56176.09,430683.35,الاتصال المؤسسي,1599269378,SA9802184560340628938071
INV-2026-006241,V01264,2025-05-10,SAR,339204.5,50880.67,390085.17,الاتصال المؤسسي,1335801369,SA4354275209787165413922
INV-2026-006242,V00765,2026-03-07,SAR,915182.78,137277.42,1052460.2,الشؤون القانونية,1588147338,SA7821851960064076793934
INV-2026-006243,V00918,2025-06-09,SAR,793486.91,119023.04,912509.95,الشؤون القانونية,1214067413,SA4987640673525878478473
INV-2026-006244,V00069,2025-09-01,SAR,872758.5,130913.77,1003672.27,ضبط الجودة,1445471392,SA1910257482135324938569
INV-2026-006245,V00689,2025-06-12,SAR,383325.93,57498.89,440824.82,إدارة المعرفة,1000085165,SA5931883091315060336086
INV-2026-006246,V01497,2026-03-21,SAR,210445.03,31566.75,242011.78,إدارة المعرفة,1850980622,SA7376174451225535869760
INV-2026-006247,V00770,2025-03-12,SAR,729481.66,109422.25,838903.91,الشؤون القانونية,1021510969,SA4439269243439739882436
INV-2026-006248,V01288,2025-03-16,SAR,32182.05,4827.31,37009.36,التدقيق الداخلي,1197504275,SA2589958061013540193594
INV-2026-006249,V00202,2025-08-21,SAR,316738.04,47510.71,364248.75,المشتريات,1468896665,SA2805506706324661858145
INV-2026-006250,V00884,2025-06-12,SAR,345316.84,51797.53,397114.37,تقنية المعلومات,1734209388,SA3342075656137175822902
INV-2026-006251,V00868,2026-01-02,SAR,428329.08,64249.36,492578.44,الموارد البشرية,1687318996,SA3968741417333043184089
INV-2026-006252,V00917,2025-09-27,SAR,826349.83,123952.47,950302.3,الخدمات المساندة,1687010759,SA8906969067099591030900
INV-2026-006253,V01159,2025-05-30,SAR,595439.74,89315.96,595439.74,إدارة المعرفة,1292169305,SA1918486518953004869914
INV-2026-006254,V00187,2025-12-12,SAR,361222.08,54183.31,415405.39,إدارة المعرفة,1461837831,SA3367734644264240885750
INV-2026-006255,V00255,2025-02-10,SAR,810338.04,121550.71,931888.75,المشتريات,1841093584,SA7651693010907966936196
INV-2026-006256,V00488,2025-03-08,SAR,70175.73,10526.36,80702.09,الخدمات المساندة,1804121760,SA2728867144238934280651
INV-2026-006257,V00861,2025-10-05,SAR,818938.18,122840.73,941778.91,الموارد البشرية,1517252605,SA7257173705676060760372
INV-2026-006258,V01091,2026-04-07,SAR,862715.02,129407.25,992122.27,التشغيل,1057497099,SA8384457622296744646981
INV-2026-006259,V01301,2026-05-14,SAR,766589.91,114988.49,881578.4,تقنية المعلومات,1828733301,SA0345103082172149866326
INV-2026-006260,V00044,2025-08-26,SAR,469078.25,70361.74,539439.99,ضبط الجودة,1051262085,SA3389281634592521295499
INV-2026-006261,V00927,2025-05-17,SAR,359405.8,53910.87,413316.67,تقنية المعلومات,1353627878,SA4521489318079821312655
INV-2026-006262,V00553,2026-06-17,SAR,548839.41,82325.91,631165.32,الشؤون القانونية,1759511288,SA8172895783246426407802
INV-2026-006263,V01288,2026-04-13,SAR,696192.78,104428.92,800621.7,المالية,1396374538,SA1938097513753625327484
INV-2026-006264,V00033,2026-03-21,SAR,270478.08,40571.71,311049.79,إدارة المعرفة,1452085762,SA4765540319605280682254
INV-2026-006265,V01166,2025-06-16,SAR,924289.94,138643.49,1062933.43,الخدمات المساندة,1933318204,SA5098924456624067673430
INV-2026-006266,V00022,2026-03-17,SAR,557848.25,83677.24,641525.49,المشتريات,1270850348,SA9504144634125251449524
INV-2026-006267,V01088,2025-01-22,SAR,77857.86,11678.68,77857.86,ضبط الجودة,1028090957,SA4488357702334375957004
INV-2026-006268,V01034,2025-02-01,SAR,200416.57,30062.49,230479.06,الموارد البشرية,1716111461,SA9218740327132344920859
INV-2026-006269,V00395,2026-01-23,SAR,365750.48,54862.57,420613.05,إدارة المعرفة,1846000683,SA9020496628610238255588
INV-2026-006270,V00215,2026-06-19,SAR,268084.14,40212.62,308296.76,إدارة المخاطر,1238097776,SA4712583750497023535872
INV-2026-006271,V00638,2025-03-08,SAR,541318.99,81197.85,622516.84,إدارة المخاطر,1131338608,SA4674154511026909341580
INV-2026-006272,V01176,2025-10-29,SAR,254167.76,38125.16,292292.92,الاتصال المؤسسي,1685698035,SA8666708613138858571108
INV-2026-006273,V00269,2026-06-06,SAR,920680.92,138102.14,1058783.06,الاتصال المؤسسي,1080865338,SA3215575368587720679053
INV-2026-006274,V01072,2026-01-20,SAR,668030.09,100204.51,768234.6,تقنية المعلومات,1241836277,SA7285413454987729439993
INV-2026-006275,V00496,2025-08-12,SAR,76747.24,11512.09,88259.33,التدقيق الداخلي,1017416965,SA3008136277765855680061
INV-2026-006276,V00345,2025-06-01,SAR,828291.8,124243.77,952535.57,إدارة المعرفة,1853515722,SA0433764330373441845239
INV-2026-006277,V00082,2025-12-15,SAR,95746.1,14361.92,110108.02,ضبط الجودة,1142889623,SA1024816354629445288828
INV-2026-006278,V01035,2026-05-25,SAR,604141.05,90621.16,694762.21,الاتصال المؤسسي,1951337623,SA0403927829509467601942
INV-2026-006279,V00048,2025-12-26,SAR,438747.99,65812.2,504560.19,الخدمات المساندة,1099665885,SA5029324106149806721529
INV-2026-006280,V01293,2026-01-22,SAR,439272.29,65890.84,505163.13,إدارة المخاطر,1822457386,SA9297875964822937071781
INV-2026-006281,V00466,2025-06-11,SAR,391876.23,58781.43,450657.66,الموارد البشرية,1900241819,SA4955428216132405170371
INV-2026-006282,V00669,2026-05-22,SAR,409257.02,61388.55,470645.57,التدقيق الداخلي,1871822381,SA7652880567667101722710
INV-2026-006283,V01223,2025-03-04,SAR,342487.25,51373.09,393860.34,الاتصال المؤسسي,1916261520,SA7852395799580552909726
INV-2026-006284,V01446,2025-06-22,SAR,743581.01,111537.15,855118.16,الشؤون القانونية,1927514735,SA9014359708480343782508
INV-2026-006285,V00412,2026-06-03,SAR,51177.1,7676.56,58853.66,التشغيل,1561344134,SA5629942236863863333145
INV-2026-006286,V00181,2025-07-10,SAR,464566.09,69684.91,534251.0,تقنية المعلومات,1943406874,SA1685529501444061517653
INV-2026-006287,V00673,2025-10-15,SAR,412438.66,61865.8,474304.46,إدارة المخاطر,1889855084,SA5057793614460293485010
INV-2026-006288,V01028,2025-02-12,SAR,48303.45,7245.52,55548.97,إدارة المخاطر,1228179154,SA2222388660134787754888
INV-2026-006289,V00385,2025-01-02,SAR,400195.22,60029.28,460224.5,الخدمات المساندة,1967691906,SA2644764557391952846526
INV-2026-006290,V00027,2025-06-24,SAR,32227.47,4834.12,37061.59,التخطيط والتطوير,1670159399,SA1495776983821878858860
INV-2026-006291,V01168,2025-04-09,SAR,528037.24,79205.59,607242.83,المشتريات,1742867532,SA9064865819866564552943
INV-2026-006292,V01313,2026-03-20,SAR,767631.66,115144.75,882776.41,الموارد البشرية,1555496338,SA2880685546572275490140
INV-2026-006293,V00174,2025-09-28,SAR,28095.33,4214.3,32309.63,الشؤون القانونية,1101778338,SA0675358211240216727969
INV-2026-006294,V01430,2026-06-03,SAR,58483.8,8772.57,67256.37,المالية,1015229220,SA0916805862590685749543
INV-2026-006295,V00382,2025-02-14,SAR,681227.44,102184.12,783411.56,الخدمات المساندة,1797959689,SA6050478636787779124797
INV-2026-006296,V00605,2025-03-06,SAR,673954.61,101093.19,775047.8,تقنية المعلومات,1628093625,SA9791775779993489355612
INV-2026-006297,V00311,2026-06-12,SAR,876008.1,131401.21,1007409.31,التخطيط والتطوير,1342399134,SA5785493180727774690885
INV-2026-006298,V00506,2026-05-05,SAR,202131.98,30319.8,232451.78,التخطيط والتطوير,1725660748,SA0795647925128844418132
INV-2026-006299,V01474,2025-06-13,SAR,394598.68,59189.8,453788.48,الاتصال المؤسسي,1739901930,SA8243595245258425857299
INV-2026-006300,V00671,2026-03-18,SAR,739290.6,110893.59,850184.19,التخطيط والتطوير,1436139768,SA8616804612677436488987
INV-2026-006301,V01298,2025-07-14,SAR,297732.76,44659.91,342392.67,المالية,1549040903,SA4004877075082404790458
INV-2026-006302,V00693,2026-05-05,SAR,277982.62,41697.39,319680.01,التدقيق الداخلي,1457245502,SA7899296677232055020819
INV-2026-006303,V00308,2025-03-27,SAR,49176.23,7376.43,56552.66,الخدمات المساندة,1925731703,SA8406081520335102846260
INV-2026-006304,V00287,2025-07-15,SAR,660925.2,99138.78,760063.98,إدارة المخاطر,1930987878,SA2647716092605224421262
INV-2026-006305,V00610,2026-05-11,SAR,754872.34,113230.85,868103.19,المالية,1363556240,SA6658388371584239427666
INV-2026-006306,V00411,2025-10-30,SAR,78805.56,11820.83,90626.39,التخطيط والتطوير,1295767485,SA6499634911668904325111
INV-2026-006307,V01107,2025-01-14,SAR,665748.77,99862.32,765611.09,المالية,1328989445,SA9850624903101602270036
INV-2026-006308,V01176,2025-11-30,SAR,730915.03,109637.25,840552.28,المشتريات,1925120337,SA9516789874357165096509
INV-2026-006309,V01298,2025-03-24,SAR,864159.42,129623.91,993783.33,الموارد البشرية,1830449235,SA4863385544919715639519
INV-2026-006310,V01462,2026-05-07,SAR,704847.23,105727.08,810574.31,التدقيق الداخلي,1734151473,SA3483667230656751902141
INV-2026-006311,V01377,2025-08-05,SAR,132851.71,19927.76,152779.47,المشتريات,1193883467,SA7061870295663150875045
INV-2026-006312,V01411,2025-02-11,SAR,747118.57,112067.79,859186.36,التخطيط والتطوير,1232528891,SA6520263593143647253126
INV-2026-006313,V01173,2026-04-14,SAR,631397.62,94709.64,726107.26,ضبط الجودة,1282511797,SA1873891956153782029304
INV-2026-006314,V01429,2026-06-17,SAR,378291.43,56743.71,435035.14,التدقيق الداخلي,1172043810,SA2570172549068815659068
INV-2026-006315,V01309,2026-04-12,SAR,622587.26,93388.09,715975.35,الموارد البشرية,1942897859,SA4207569242097174690979
INV-2026-006316,V00047,2026-04-10,SAR,553220.08,82983.01,636203.09,الشؤون القانونية,1397531425,SA4127720160409458808411
INV-2026-006317,V00509,2025-11-16,SAR,314147.42,47122.11,361269.53,إدارة المخاطر,1119276960,SA3346726954866715174057
INV-2026-006318,V00738,2026-03-11,SAR,595850.41,89377.56,685227.97,المشتريات,1655418778,SA7719465329825000710297
INV-2026-006319,V00322,2025-06-18,SAR,446530.46,66979.57,513510.03,الاتصال المؤسسي,1759485962,SA7506405279948549539478
INV-2026-006320,V00684,2025-04-05,SAR,153745.44,23061.82,176807.26,الاتصال المؤسسي,1457055679,SA8391563822159395190351
INV-2026-006321,V00971,2025-01-07,SAR,393841.48,59076.22,452917.7,التدقيق الداخلي,1304106063,SA7424053974364608060783
INV-2026-006322,V01137,2025-04-19,SAR,135101.53,20265.23,155366.76,التشغيل,1224844249,SA8306950267247707395103
INV-2026-006323,V01104,2025-07-28,SAR,782794.81,117419.22,900214.03,الشؤون القانونية,1654214053,SA4609265133277331196943
INV-2026-006324,V00516,2026-03-17,SAR,445637.4,66845.61,512483.01,التخطيط والتطوير,1925131078,SA0608652863393829416768
INV-2026-006325,V00300,2025-05-04,SAR,40483.5,6072.52,46556.02,التدقيق الداخلي,1467331896,SA9278357531824968008790
INV-2026-006326,V00851,2026-02-14,SAR,577246.33,86586.95,663833.28,إدارة المخاطر,1113730657,SA3095802803085826052713
INV-2026-006327,V00069,2026-01-31,SAR,62869.17,9430.38,72299.55,إدارة المعرفة,1797560925,SA1668438970526737735724
INV-2026-006328,V00061,2025-06-21,SAR,570353.88,85553.08,655906.96,إدارة المخاطر,1121151623,SA5793649234147076149532
INV-2026-006329,V01286,2025-11-06,SAR,418167.77,62725.17,480892.94,التدقيق الداخلي,1708074297,SA0706015782134876506165
INV-2026-006330,V00592,2025-01-14,SAR,592761.8,88914.27,681676.07,ضبط الجودة,1433135694,SA1415947187777953278405
INV-2026-006331,V00107,2026-03-28,SAR,893164.49,133974.67,1027139.16,ضبط الجودة,1843223676,SA9062373341222030728692
INV-2026-006332,V00629,2026-01-28,SAR,477358.74,71603.81,548962.55,ضبط الجودة,1724699390,SA9039227725687200839814
INV-2026-006333,V00576,2025-07-19,SAR,477364.9,71604.74,548969.64,تقنية المعلومات,1269475446,SA7289831859259293397331
INV-2026-006334,V01142,2025-01-18,SAR,840138.86,126020.83,966159.69,إدارة المخاطر,1631307616,SA9674365655962413612946
INV-2026-006335,V00393,2026-03-11,SAR,418896.83,62834.52,481731.35,ضبط الجودة,1199851120,SA7329415639597859586310
INV-2026-006336,V00445,2025-09-06,SAR,509238.76,76385.81,585624.57,تقنية المعلومات,1125511095,SA4508270995318322937886
INV-2026-006337,V00385,2025-10-16,SAR,452368.05,67855.21,520223.26,التدقيق الداخلي,1183081809,SA6230249233694063890306
INV-2026-006338,V00312,2025-06-03,SAR,797839.35,119675.9,917515.25,المشتريات,1083722452,SA1757988550208823225870
INV-2026-006339,V01026,2025-11-24,SAR,546127.21,81919.08,628046.29,الموارد البشرية,1788350351,SA9602964071933872487972
INV-2026-006340,V01482,2026-03-09,SAR,782181.48,117327.22,899508.7,التدقيق الداخلي,1475495626,SA4279865695489249430615
INV-2026-006341,V01136,2025-03-29,SAR,2991.96,448.79,3440.75,المالية,1802792760,SA7977205616222964468294
INV-2026-006342,V00818,2025-03-14,SAR,133893.8,20084.07,153977.87,ضبط الجودة,1480356896,SA8546266238712745627382
INV-2026-006343,V01117,2026-03-06,SAR,383067.54,57460.13,440527.67,الشؤون القانونية,1502767963,SA1590721360966341932551
